Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TerminationType,TerminationDescription
40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,788,Male,3,Laboratory Technician,Divorced,167520,2,18,1,8,3,3,1,2,Unk,
44,No,Travel_Rarely,Research & Development,5,1,Other,789,Male,3,Research Scientist,Single,52280,1,13,0,6,2,5,1,3,Unk,
33,No,Travel_Frequently,Human Resources,10,3,Medical,790,Female,2,Sales Executive,Married,27000,0,14,3,5,2,4,0,3,Voluntary,Rock stage better east bad view.
34,No,Travel_Rarely,Research & Development,10,4,Life Sciences,791,Female,1,Sales Representative,Single,192460,3,15,1,15,5,13,3,12,Voluntary,First choose again themselves thing however.
30,No,Travel_Rarely,Sales,1,2,Technical Degree,792,Male,1,Laboratory Technician,Married,25060,8,22,0,4,3,2,2,2,Unk,
42,No,Travel_Frequently,Research & Development,8,4,Medical,793,Female,1,Sales Executive,Single,60620,1,22,2,12,2,12,5,8,Voluntary,Develop think capital player campaign prepare.
44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,794,Female,5,Manufacturing Director,Married,43820,7,16,2,11,2,1,0,0,Voluntary,Center positive their garden industry.
30,No,Non-Travel,Research & Development,8,3,Life Sciences,795,Male,1,Manufacturing Director,Divorced,21430,1,17,1,1,2,1,0,0,Involuntary,Deep sea improve miss they nearly measure.
57,No,Travel_Rarely,Sales,2,1,Life Sciences,796,Male,3,Research Scientist,Married,61620,0,14,0,13,5,12,2,8,Involuntary,Improve sea attention baby local ahead.
49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,797,Female,2,Sales Executive,Divorced,50940,3,15,0,29,5,8,0,7,Unk,
34,No,Travel_Frequently,Research & Development,2,4,Medical,798,Female,2,Sales Representative,Divorced,68770,7,20,0,16,3,14,6,9,Retirement,Recently business give.
28,Yes,Travel_Frequently,Research & Development,2,3,Medical,799,Male,1,Research Scientist,Married,22740,3,20,1,5,5,3,1,2,Unk,
29,Yes,Travel_Frequently,Research & Development,28,3,Medical,800,Female,5,Research Scientist,Single,44340,NA,17,3,7,1,5,0,0,Unk,
34,Yes,Travel_Rarely,Research & Development,7,1,Medical,801,Male,1,Research Scientist,Single,62880,0,15,1,16,2,15,10,10,Voluntary,Relate size according two board.
35,No,Travel_Rarely,Sales,7,4,Other,802,Female,4,Healthcare Representative,Married,25530,1,14,1,1,4,1,0,0,Unk,
24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,803,Male,2,Research Scientist,Single,76540,2,17,1,4,3,0,0,0,Unk,
24,No,Non-Travel,Research & Development,10,3,Life Sciences,804,Female,2,Manager,Married,51600,1,17,1,1,3,1,0,0,Unk,
44,No,Travel_Frequently,Research & Development,5,2,Medical,805,Female,2,Research Scientist,Single,171590,5,22,1,16,1,2,2,2,Unk,
29,No,Travel_Rarely,Sales,10,2,Life Sciences,806,Female,1,Sales Executive,Divorced,128080,1,13,0,10,6,10,0,4,Unk,
30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,807,Male,3,Sales Executive,Divorced,102210,0,19,1,6,2,5,1,3,Unk,
55,No,Travel_Rarely,Sales,20,3,Marketing,808,Male,2,Research Scientist,Married,47790,0,14,1,4,6,3,1,2,Involuntary,Learn whatever million.
33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,809,Male,2,Research Scientist,Married,37370,8,22,2,8,2,5,0,2,Unk,
47,No,Travel_Rarely,Research & Development,8,4,Medical,810,Female,2,Sales Representative,Married,23660,3,17,0,11,5,5,1,2,Retirement,Source join scientist personal when each.
28,Yes,Travel_Frequently,Sales,1,3,Marketing,811,Male,2,Laboratory Technician,Single,17060,7,12,0,8,3,0,0,0,Resignation,Practice cover bar reason expect.
28,No,Travel_Rarely,Sales,8,4,Marketing,812,Male,1,Laboratory Technician,Divorced,163070,1,16,0,1,3,1,0,0,Voluntary,My live interesting street purpose early.
28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,813,Female,2,Sales Executive,Single,59330,0,11,0,5,3,4,1,3,Voluntary,Guy know tend get best film hold.
49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,814,Female,1,Research Scientist,Married,34240,4,11,0,10,3,3,1,2,Unk,
29,No,Travel_Frequently,Research & Development,8,1,Medical,815,Male,1,Research Scientist,Married,40370,0,14,0,4,2,3,0,2,Retirement,Fear night field child yard structure.
28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,816,Male,2,Laboratory Technician,Married,25590,1,11,0,8,3,8,1,7,Unk,
33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,817,Female,1,Sales Executive,Single,62010,2,15,3,14,2,0,0,0,Unk,
32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,818,Female,3,Laboratory Technician,Single,44030,2,20,0,10,3,5,0,0,Unk,
54,No,Travel_Frequently,Sales,10,3,Life Sciences,819,Female,4,Research Scientist,Divorced,37610,3,12,0,26,3,14,1,12,Unk,
29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,820,Female,2,Research Scientist,Single,109340,6,17,2,11,2,9,0,7,Resignation,Control store point.
44,No,Travel_Rarely,Sales,26,1,Marketing,821,Male,1,Sales Representative,Married,107610,3,11,1,24,5,20,14,17,Unk,
39,No,Travel_Rarely,Sales,6,1,Technical Degree,822,Female,2,Laboratory Technician,Single,51750,4,17,1,9,2,2,2,2,Resignation,Suddenly free computer last spend.
46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,823,Male,3,Manufacturing Director,Married,138260,8,11,0,23,1,13,5,1,Retirement,Seek TV finally impact really build.
35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,824,Male,2,Research Scientist,Single,63340,1,14,0,11,2,11,3,3,Unk,
23,No,Travel_Rarely,Research & Development,2,4,Medical,825,Female,2,Manager,Single,49360,0,19,1,5,2,4,1,2,Unk,
40,Yes,Travel_Rarely,Research & Development,2,3,Medical,826,Male,2,Research Director,Single,47750,3,15,1,15,3,5,1,0,Voluntary,Dinner skill guess key building.
34,No,Travel_Rarely,Human Resources,2,3,Human Resources,827,Male,2,Manufacturing Director,Married,28180,1,13,1,10,2,10,8,6,Retirement,Necessary account office.
31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,828,Female,2,Healthcare Representative,Single,25150,1,14,0,7,3,7,7,7,Unk,
50,No,Travel_Frequently,Research & Development,6,3,Medical,829,Male,1,Manager,Single,23420,1,12,1,32,2,32,13,9,Resignation,Shoulder then shake.
34,No,Travel_Rarely,Sales,25,5,Marketing,830,Female,1,Research Scientist,Married,41940,0,17,2,12,3,11,5,7,Unk,
42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,831,Female,1,Manufacturing Director,Married,106850,4,11,3,4,2,1,0,0,Unk,
37,No,Travel_Rarely,Research & Development,2,2,Medical,832,Male,1,Research Scientist,Married,20220,1,12,0,10,1,10,3,7,Unk,
29,No,Travel_Rarely,Research & Development,1,3,Medical,833,Female,1,Manager,Married,23140,3,13,0,9,5,7,0,7,Retirement,Section effort four increase.
33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,834,Male,1,Research Scientist,Single,42560,1,13,3,5,1,5,0,2,Unk,
45,No,Travel_Rarely,Sales,3,3,Life Sciences,835,Male,3,Laboratory Technician,Married,35800,4,20,1,8,1,5,0,3,Unk,
42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,836,Male,2,Manufacturing Director,Married,31620,2,17,2,24,1,20,13,9,Retirement,Her relationship national win raise American.
40,No,Travel_Rarely,Sales,10,1,Life Sciences,837,Female,1,Manufacturing Director,Married,65240,0,13,1,9,2,8,7,1,Unk,
33,No,Travel_Rarely,Research & Development,9,3,Medical,838,Female,2,Manufacturing Director,Married,28990,1,17,0,15,3,15,5,7,Unk,
40,No,Travel_Rarely,Sales,5,5,Life Sciences,839,Male,1,Manufacturing Director,Single,52310,1,12,2,21,4,21,7,7,Retirement,Page year stock own popular health.
24,No,Travel_Rarely,Sales,10,2,Marketing,840,Male,1,Manufacturing Director,Divorced,23560,0,13,0,2,5,1,0,0,Involuntary,Form song garden right newspaper.
40,No,Non-Travel,Research & Development,7,3,Medical,841,Male,1,Research Scientist,Divorced,28000,3,12,2,8,0,2,2,2,Voluntary,Better five blue particularly a media firm.
45,No,Travel_Rarely,Research & Development,4,3,Medical,842,Female,3,Laboratory Technician,Divorced,118360,1,22,0,10,2,10,7,7,Unk,
35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,843,Male,1,Healthcare Representative,Married,109030,0,11,0,6,3,5,4,2,Unk,
32,No,Travel_Rarely,Research & Development,22,4,Medical,844,Male,1,Sales Executive,Married,29730,3,22,0,12,0,7,2,5,Voluntary,When approach anyone hold along.
36,No,Travel_Rarely,Sales,9,3,Marketing,845,Female,4,Research Scientist,Single,142750,3,18,1,7,5,3,1,2,Unk,
48,No,Travel_Rarely,Research & Development,12,4,Medical,846,Male,1,Laboratory Technician,Divorced,55620,8,13,1,18,2,8,7,7,Involuntary,National detail star recently.
29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,847,Female,2,Healthcare Representative,Married,45370,6,18,1,5,5,1,0,0,Retirement,Treat role defense or common service network.
33,No,Travel_Rarely,Research & Development,9,1,Medical,848,Male,1,Healthcare Representative,Married,76420,2,20,1,8,2,2,2,2,Unk,
30,Yes,Travel_Rarely,Research & Development,1,3,Other,849,Male,3,Sales Executive,Married,179240,1,13,2,10,2,10,6,7,Unk,
38,No,Travel_Frequently,Sales,9,3,Marketing,850,Male,1,Manufacturing Director,Married,52040,3,13,1,10,2,6,1,2,Unk,
35,No,Travel_Rarely,Sales,7,2,Life Sciences,851,Male,1,Sales Executive,Single,22770,1,12,1,3,2,3,1,2,Unk,
30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,852,Male,5,Research Director,Married,27950,3,13,0,9,4,4,1,3,Unk,
35,Yes,Travel_Rarely,Research & Development,2,3,Medical,853,Female,1,Research Scientist,Divorced,25320,1,13,0,1,2,1,0,0,Resignation,Mrs technology behavior fear.
53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,854,Male,2,Manager,Married,25590,0,25,0,34,2,33,1,9,Unk,
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,855,Female,3,Sales Executive,Married,49080,4,19,1,7,3,5,1,4,Retirement,Tree cause agency reduce fine air.
32,No,Non-Travel,Research & Development,10,4,Life Sciences,856,Female,5,Research Scientist,Married,23800,4,13,0,9,5,6,1,2,Involuntary,All guy thus card fill walk.
48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,857,Male,1,Sales Executive,Married,47650,8,12,1,10,4,8,7,6,Unk,
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,858,Male,2,Sales Executive,Single,20440,1,11,0,1,2,1,0,0,Unk,
55,No,Travel_Rarely,Research & Development,11,1,Medical,859,Female,1,Laboratory Technician,Married,26930,1,18,0,36,6,36,2,13,Unk,
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,860,Male,2,Research Scientist,Married,65860,9,18,1,9,3,2,2,1,Voluntary,Never few away level attack buy.
26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,861,Male,1,Research Director,Married,32940,1,11,0,1,6,1,0,0,Retirement,American quickly treatment.
38,No,Travel_Rarely,Sales,14,2,Marketing,862,Female,1,Sales Executive,Married,41710,0,23,0,10,4,9,7,7,Voluntary,Skill shoulder bag suffer.
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,863,Female,1,Manufacturing Director,Single,27780,2,13,0,8,5,3,1,2,Unk,
36,No,Travel_Rarely,Human Resources,1,3,Human Resources,864,Male,1,Research Scientist,Single,23770,6,13,2,15,3,1,0,0,Unk,
29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,865,Male,1,Sales Representative,Single,24040,1,17,0,10,3,10,1,5,Voluntary,Finally provide various but.
35,No,Travel_Rarely,Sales,12,2,Life Sciences,866,Female,2,Sales Executive,Single,23180,3,19,0,10,4,5,0,4,Unk,
39,No,Travel_Rarely,Sales,2,2,Medical,867,Female,1,Sales Executive,Married,20080,2,12,0,11,3,7,7,6,Voluntary,Line with read most.
29,No,Travel_Frequently,Research & Development,5,1,Medical,868,Female,1,Research Scientist,Divorced,62440,1,22,0,6,3,6,1,3,Voluntary,Choose thousand know often size company.
50,No,Travel_Rarely,Research & Development,4,2,Medical,869,Female,1,Laboratory Technician,Married,27990,4,12,1,27,0,1,0,0,Unk,
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,870,Female,3,Manager,Married,105520,2,11,0,4,2,2,2,2,Involuntary,Employee product meeting who kind.
36,No,Travel_Frequently,Sales,21,3,Life Sciences,871,Male,2,Human Resources,Married,23290,3,15,0,9,2,3,0,2,Resignation,Suffer phone son property money.
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,872,Female,5,Manager,Single,40140,8,13,1,24,3,1,0,1,Unk,
35,No,Travel_Rarely,Sales,4,3,Medical,873,Female,2,Laboratory Technician,Married,74030,1,12,1,10,4,10,6,8,Unk,
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,874,Female,1,Manager,Married,22590,1,14,0,8,2,8,7,7,Unk,
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,875,Male,2,Laboratory Technician,Married,69320,1,13,0,5,5,5,1,2,Retirement,Space long most area product drug tree.
43,No,Travel_Rarely,Research & Development,1,1,Other,876,Male,1,Manager,Divorced,46780,5,25,1,8,0,6,0,2,Voluntary,Study way front fly member.
35,No,Travel_Rarely,Sales,6,3,Marketing,877,Female,3,Sales Representative,Married,135820,1,17,1,1,3,1,0,1,Unk,
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,878,Male,1,Laboratory Technician,Single,23320,1,11,0,27,2,26,0,12,Unk,
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,879,Female,2,Laboratory Technician,Married,24130,1,16,1,1,2,1,0,0,Resignation,Fact soldier film yet president example car.
22,No,Non-Travel,Sales,17,2,Marketing,880,Male,3,Sales Executive,Married,97050,1,18,2,4,3,4,1,3,Unk,
50,No,Travel_Frequently,Research & Development,3,3,Other,881,Male,2,Research Scientist,Married,42940,2,20,0,32,2,30,12,13,Voluntary,Thus whether read kitchen itself.
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,882,Male,3,Research Scientist,Married,47210,3,14,1,6,3,3,0,2,Retirement,Bar offer throughout different body quite.
44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,883,Male,3,Manager,Divorced,25190,0,21,2,23,2,22,1,10,Unk,
30,No,Travel_Rarely,Research & Development,4,3,Medical,884,Female,1,Research Director,Married,21210,1,13,1,6,2,6,1,1,Voluntary,Again kind talk lead.
45,No,Travel_Rarely,Sales,29,2,Technical Degree,885,Female,2,Research Scientist,Single,29730,1,12,0,10,2,10,1,4,Resignation,Hold parent PM claim star seek.
45,No,Non-Travel,Sales,2,4,Life Sciences,886,Male,2,Manufacturing Director,Married,58550,1,14,1,10,3,10,4,5,Unk,
31,No,Travel_Frequently,Research & Development,7,3,Medical,887,Male,2,Research Scientist,Single,36170,7,21,1,10,5,5,0,3,Unk,
36,No,Travel_Rarely,Research & Development,18,1,Medical,888,Male,2,Manufacturing Director,Married,67250,9,17,1,7,3,3,1,1,Retirement,Nation local peace nation blue official six.
34,No,Travel_Frequently,Sales,28,4,Marketing,889,Male,5,Manufacturing Director,Divorced,103250,1,11,1,9,3,9,7,2,Unk,
49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,890,Male,3,Healthcare Representative,Married,69490,1,14,1,10,2,9,1,4,Involuntary,Upon writer black.
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,891,Male,3,Research Scientist,Married,106090,2,17,1,10,2,7,7,7,Involuntary,Everything discover represent full.
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,892,Male,4,Research Scientist,Divorced,44470,1,13,0,7,4,7,0,7,Retirement,Effort off over always. Form house mean treat.
35,No,Travel_Rarely,Research & Development,2,3,Medical,893,Female,2,Sales Executive,Married,21570,1,25,0,16,1,16,1,10,Involuntary,Value class especially.
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,894,Male,3,Manufacturing Director,Divorced,46010,0,15,2,6,2,5,0,0,Unk,
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,895,Female,1,Laboratory Technician,Single,170990,1,14,1,3,2,2,2,2,Involuntary,Actually scene law break four summer ability.
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,896,Male,1,Research Director,Single,24790,1,12,1,0,2,0,0,0,Resignation,Public evidence bag trouble interesting.
47,No,Travel_Rarely,Research & Development,25,4,Medical,897,Male,2,Research Scientist,Married,148520,3,19,3,27,3,5,1,0,Unk,
39,No,Travel_Rarely,Sales,2,4,Life Sciences,898,Male,1,Laboratory Technician,Divorced,72640,0,17,0,11,5,10,0,7,Unk,
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,899,Male,1,Laboratory Technician,Married,56660,1,14,1,18,2,18,14,12,Unk,
35,No,Non-Travel,Research & Development,29,3,Medical,900,Female,2,Sales Executive,Married,78230,1,13,1,15,3,14,2,9,Retirement,Alone need gun surface. Bar involve wait often.
37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,901,Male,1,Laboratory Technician,Married,78800,3,12,1,9,2,4,0,2,Unk,
39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,902,Female,2,Manager,Single,131940,0,11,0,10,2,9,3,8,Voluntary,Draw interest over. Vote late marriage kind.
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,903,Female,2,Laboratory Technician,Divorced,50670,1,11,2,10,3,10,3,9,Resignation,Finish join stage start page your seem.
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,904,Female,3,Sales Executive,Married,50790,3,11,0,10,3,5,0,2,Retirement,Figure yard develop TV enjoy late standard.
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,905,Male,3,Healthcare Representative,Married,23210,9,12,1,15,0,13,6,0,Unk,
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,906,Female,2,Healthcare Representative,Married,174440,1,14,0,8,4,8,7,7,Unk,
40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,907,Female,2,Healthcare Representative,Single,24040,6,17,0,18,2,4,3,3,Unk,
44,No,Travel_Frequently,Sales,2,2,Marketing,908,Male,1,Laboratory Technician,Married,34520,4,11,1,14,2,10,0,2,Retirement,Authority our technology administration section.
48,No,Travel_Frequently,Sales,10,4,Marketing,909,Female,3,Manager,Married,22700,2,14,3,23,2,2,2,2,Unk,
35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,910,Male,2,Manager,Divorced,173990,6,12,0,7,3,2,2,2,Retirement,Author often return hold compare natural.
24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,911,Male,2,Research Scientist,Single,54880,1,22,1,6,6,6,1,3,Resignation,Wonder specific own others card. See else drop.
27,No,Travel_Rarely,Sales,10,4,Life Sciences,912,Male,3,Sales Executive,Married,194190,7,14,1,5,2,3,0,2,Unk,
27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,913,Male,1,Research Scientist,Single,28110,2,20,0,6,3,4,1,2,Retirement,Though upon remember later.
40,Yes,Travel_Rarely,Sales,16,4,Marketing,914,Male,1,Research Director,Single,36330,3,16,2,10,0,4,0,3,Retirement,My himself avoid traditional simply wait.
29,No,Travel_Rarely,Research & Development,20,1,Medical,915,Female,2,Manager,Single,41630,9,15,1,8,4,5,1,4,Unk,
36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,916,Female,3,Sales Executive,Married,21320,4,20,0,9,1,3,0,2,Retirement,Win paper unit drug nearly card.
25,No,Travel_Frequently,Sales,5,1,Marketing,917,Male,4,Manufacturing Director,Divorced,139730,1,14,0,7,3,7,0,7,Voluntary,Effort situation use necessary.
39,No,Travel_Rarely,Sales,10,3,Marketing,918,Female,2,Research Director,Married,26840,4,12,0,7,2,5,1,0,Unk,
49,No,Travel_Rarely,Sales,4,2,Life Sciences,919,Male,2,Research Director,Married,108450,3,24,0,27,4,4,1,2,Unk,
50,No,Travel_Rarely,Research & Development,2,2,Medical,920,Male,3,Sales Executive,Divorced,43770,5,12,1,19,2,14,1,11,Retirement,Today situation minute figure friend opportunity.
